key,name,description,cover_image_url,external_url,meta_data_1,retire_count
page_Birmingham_1955,"Birmingham, Alabama, 1955",,"",https://www.loc.gov/resource/usteledirec.usteledirec00004,,1
page_Dubuque_1943,"Dubuque, Iowa, 1943",,"",https://www.loc.gov/resource/usteledirec.usteledirec05650,,1
page_Colorado_Springs_1954,"Colorado Springs, Colorado, 1954",,"",https://www.loc.gov/resource/usteledirec.usteledirec03932,,1
page_Chicago_Czech_Slovak_1939,"Chicago Czech and Slovak American, 1939",,"",https://www.loc.gov/resource/usteledirec.usteledirec04986x,,1
